Fecha/Hora,Timestamp (s),Luces (Wh),A/C (Wh),Riego (Wh),Puerta (Wh),Ascensor (Wh),Total (Wh)
2025-11-17 11:16:32,399,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:16:43,409,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:16:53,420,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:17:04,431,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:18:26,513,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:18:37,523,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:18:47,533,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:18:57,544,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:19:08,554,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:19:23,570,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:19:39,586,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:19:49,596,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:19:59,606,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:20:10,617,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:20:20,627,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:20:30,637,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:20:40,647,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:20:51,658,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:21:02,669,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:21:12,679,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:21:23,690,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:21:33,700,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:21:43,710,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:22:09,736,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:22:19,746,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:22:29,756,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:22:39,766,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:22:50,777,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:23:00,787,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:23:11,798,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:23:21,808,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:23:32,818,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:23:53,840,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:24:04,850,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:24:14,861,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:24:24,871,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:24:40,886,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:24:50,897,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:25:00,907,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:25:15,922,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:25:32,939,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:25:42,949,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:26:36,1003,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:26:46,1013,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:26:57,1024,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:27:08,1034,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:27:23,1050,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:27:34,1060,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:27:44,1071,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:27:54,1081,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:28:04,1091,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:28:19,1106,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:28:29,1116,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:28:40,1127,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:28:51,1137,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:29:01,1148,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:29:11,1158,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:29:23,1168,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:29:32,1179,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:29:49,1196,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:01,1207,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:11,1218,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:22,1229,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:37,1244,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:47,1254,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:30:58,1264,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:31:08,1275,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:31:25,1291,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:31:35,1302,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:31:45,1312,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:31:56,1322,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:32:06,1333,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:32:17,1344,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:32:28,1355,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:32:38,1365,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:32:49,1375,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:33:04,1391,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:33:16,1401,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:33:24,1411,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:33:35,1422,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:33:45,1432,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:01,1448,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:11,1458,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:21,1468,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:37,1484,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:47,1494,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:34:58,1505,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:36:03,1570,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:36:13,1580,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:36:25,1590,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:36:34,1601,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:36:44,1611,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:05,1632,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:16,1642,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:27,1652,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:37,1664,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:47,1674,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:37:58,1685,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:38:24,1711,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:38:35,1721,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:38:45,1732,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:38:56,1743,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:39:12,1758,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:39:22,1768,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:39:42,1789,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:39:53,1799,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:40:03,1810,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:40:14,1821,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:40:24,1831,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:40:37,1841,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:40:45,1851,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:41:00,1866,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:41:10,1877,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:41:25,1891,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:41:35,1902,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:41:51,1918,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:42:02,1929,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:42:13,1939,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:42:28,1955,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:42:39,1965,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:42:49,1976,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:43:10,1997,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:43:20,2007,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:43:31,2017,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:43:41,2027,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:43:57,2044,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:44:19,2066,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:44:30,2077,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:44:41,2087,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:44:51,2098,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:45:01,2108,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:45:13,2119,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:45:25,2129,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:45:52,2158,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:46:01,2168,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:46:12,2179,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:46:22,2189,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:01,2227,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:10,2237,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:20,2247,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:31,2258,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:42,2269,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:47:53,2279,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:48:03,2290,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:48:13,2300,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:48:28,2315,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:48:39,2326,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:48:49,2336,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:49:04,2351,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:49:15,2362,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:49:25,2372,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:49:47,2394,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:50:03,2410,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:50:14,2420,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:50:52,2459,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:02,2469,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:12,2479,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:22,2489,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:33,2500,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:44,2511,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:51:54,2521,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:52:04,2531,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:52:26,2553,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:52:37,2564,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:52:48,2574,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:52:58,2585,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:53:08,2595,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:53:23,2610,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:53:34,2620,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:53:44,2631,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:53:55,2641,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:04,2651,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:14,2661,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:26,2672,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:35,2682,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:45,2692,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:54:56,2702,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:55:33,2740,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:55:44,2751,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:55:55,2761,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:56:05,2771,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:56:15,2782,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:56:46,2813,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:57:08,2835,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:57:25,2852,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:57:35,2862,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:58:01,2887,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:58:14,2898,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:58:34,2921,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:58:45,2931,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:58:55,2942,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:05,2952,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:16,2962,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:26,2972,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:36,2983,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:47,2993,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 11:59:57,3004,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:00:09,3015,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:00:19,3025,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:00:29,3036,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:00:39,3046,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:01:05,3072,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:01:28,3095,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:01:39,3105,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:01:50,3116,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:02:00,3126,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:02:10,3136,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:02:19,3146,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:02:30,3157,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:02:40,3167,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:03:01,3188,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:03:12,3199,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:03:22,3209,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:03:32,3219,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:03:44,3230,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:04:39,3286,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:04:50,3297,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:05:00,3307,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:05:10,3317,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:05:31,3338,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:05:42,3348,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:05:52,3359,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:06:02,3369,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:06:12,3379,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:06:23,3390,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:06:33,3400,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:06:44,3410,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:07:00,3427,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:07:11,3437,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:07:22,3448,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:07:47,3474,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:08:10,3496,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:08:19,3506,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:08:51,3538,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:09:02,3548,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:09:17,3563,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:09:27,3574,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:09:37,3584,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:09:47,3594,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:10:09,3616,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:10:20,3626,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:10:46,3653,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:10:58,3664,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:11:08,3675,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:11:18,3685,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:11:29,3695,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:11:39,3705,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:11:50,3716,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:12:00,3726,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:12:32,3758,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:12:41,3768,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:12:52,3779,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:13:08,3795,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:13:19,3806,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:13:41,3828,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:13:51,3838,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:14:09,3855,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:14:31,3877,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:14:41,3887,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:14:51,3897,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:02,3908,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:11,3918,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:21,3928,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:32,3939,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:43,3950,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:15:53,3960,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:04,3970,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:15,3981,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:24,3991,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:35,4002,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:45,4012,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:16:55,4022,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:17:05,4032,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:17:16,4042,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:17:37,4064,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:17:47,4074,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:18:02,4089,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:18:12,4099,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:18:23,4110,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:18:34,4120,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:18:49,4136,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:19:05,4152,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:19:16,4162,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:19:28,4173,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:19:37,4183,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:20:25,4232,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:20:35,4242,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:20:45,4252,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:20:56,4263,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:07,4273,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:17,4283,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:27,4294,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:37,4304,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:48,4314,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:21:58,4325,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:22:08,4335,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:22:19,4345,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:22:29,4355,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:22:49,4376,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:22:59,4386,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:23:10,4397,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:23:20,4407,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 12:23:30,4417,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
